"TIME","GEO","SEX","AGE","N_CHILD","AGECHILD","ISCED11","Value"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.8"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.4"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","75.9"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","No children","Total","All ISCED 2011 levels ","51.7"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.8"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.5"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.5"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","76.9"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","62.1"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.2"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","90.3"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","84.6"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","68.8"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","87.0"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.5"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","79.1"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.5"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.3"
"2012","European Union - 28 countries (2013-2020)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.7"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","Total","Total","All ISCED 2011 levels ","60.5"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.4"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.8"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","75.7"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","No children","Total","All ISCED 2011 levels ","51.8"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","37.0"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.2"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","67.3"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","77.9"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","65.9"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.2"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","90.0"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","85.8"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","72.2"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.2"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.5"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","81.0"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","65.0"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","84.5"
"2012","European Union - 15 countries (1995-2004)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.5"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","Total","Total","All ISCED 2011 levels ","59.2"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","43.4"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.1"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","73.6"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","No children","Total","All ISCED 2011 levels ","50.5"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","34.8"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","56.3"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","64.8"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","76.5"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.3"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.2"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","89.4"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","84.8"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","71.4"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","87.7"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","94.2"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","80.4"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","63.5"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","85.1"
"2012","Euro area - 19 countries  (from 2015)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","93.9"
"2012","Belgium","Males","18 years or over","Total","Total","All ISCED 2011 levels ","57.6"
"2012","Belgium","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","37.7"
"2012","Belgium","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.6"
"2012","Belgium","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","73.7"
"2012","Belgium","Males","18 years or over","No children","Total","All ISCED 2011 levels ","47.9"
"2012","Belgium","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","30.4"
"2012","Belgium","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.6"
"2012","Belgium","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","62.5"
"2012","Belgium","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","75.9"
"2012","Belgium","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","59.0"
"2012","Belgium","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.5"
"2012","Belgium","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","91.3"
"2012","Belgium","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","83.9"
"2012","Belgium","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.0"
"2012","Belgium","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","83.4"
"2012","Belgium","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.2"
"2012","Belgium","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","79.7"
"2012","Belgium","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","58.9"
"2012","Belgium","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","82.3"
"2012","Belgium","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","94.6"
"2012","Bulgaria","Males","18 years or over","Total","Total","All ISCED 2011 levels ","52.4"
"2012","Bulgaria","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","24.3"
"2012","Bulgaria","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.0"
"2012","Bulgaria","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","70.1"
"2012","Bulgaria","Males","18 years or over","No children","Total","All ISCED 2011 levels ","47.3"
"2012","Bulgaria","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","20.8"
"2012","Bulgaria","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.8"
"2012","Bulgaria","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","62.3"
"2012","Bulgaria","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","69.0"
"2012","Bulgaria","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.0"
"2012","Bulgaria","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.1"
"2012","Bulgaria","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","90.3"
"2012","Bulgaria","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","71.3"
"2012","Bulgaria","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.2"
"2012","Bulgaria","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","81.4"
"2012","Bulgaria","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.0"
"2012","Bulgaria","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","41.7"
"2012","Bulgaria","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.4"
"2012","Bulgaria","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":"
"2012","Bulgaria","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)",":"
"2012","Czechia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","66.2"
"2012","Czechia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","25.1"
"2012","Czechia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.2"
"2012","Czechia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","78.7"
"2012","Czechia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","57.5"
"2012","Czechia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","23.4"
"2012","Czechia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.1"
"2012","Czechia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","69.3"
"2012","Czechia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","82.1"
"2012","Czechia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","23.8"
"2012","Czechia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","87.2"
"2012","Czechia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","95.4"
"2012","Czechia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","92.5"
"2012","Czechia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","42.6"
"2012","Czechia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","94.9"
"2012","Czechia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","97.6"
"2012","Czechia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","81.2"
"2012","Czechia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","26.0"
"2012","Czechia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.8"
"2012","Czechia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","98.8"
"2012","Denmark","Males","18 years or over","Total","Total","All ISCED 2011 levels ","67.5"
"2012","Denmark","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","51.3"
"2012","Denmark","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.8"
"2012","Denmark","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","77.4"
"2012","Denmark","Males","18 years or over","No children","Total","All ISCED 2011 levels ","58.1"
"2012","Denmark","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","46.8"
"2012","Denmark","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.4"
"2012","Denmark","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.3"
"2012","Denmark","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","82.8"
"2012","Denmark","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","67.6"
"2012","Denmark","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","84.9"
"2012","Denmark","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","90.0"
"2012","Denmark","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","91.5"
"2012","Denmark","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","79.7"
"2012","Denmark","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","90.0"
"2012","Denmark","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","96.7"
"2012","Denmark","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","91.3"
"2012","Denmark","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","81.4"
"2012","Denmark","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","94.4"
"2012","Denmark","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","98.4"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","All ISCED 2011 levels ","64.8"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","51.6"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.6"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","72.3"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","All ISCED 2011 levels ","57.6"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.8"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.6"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","63.9"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","86.0"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","65.1"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","88.3"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","95.5"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","91.2"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","71.9"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","92.3"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","97.3"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","85.9"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","66.9"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","89.0"
"2012","Germany (until 1990 former territory of the FRG)","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","96.4"
"2012","Estonia","Males","18 years or over","Total","Total","All ISCED 2011 levels ","63.4"
"2012","Estonia","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","41.1"
"2012","Estonia","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.1"
"2012","Estonia","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","79.4"
"2012","Estonia","Males","18 years or over","No children","Total","All ISCED 2011 levels ","55.2"
"2012","Estonia","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","35.9"
"2012","Estonia","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.9"
"2012","Estonia","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","71.7"
"2012","Estonia","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","77.3"
"2012","Estonia","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","45.0"
"2012","Estonia","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.5"
"2012","Estonia","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","93.9"
"2012","Estonia","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","85.5"
"2012","Estonia","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","64.0"
"2012","Estonia","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","86.8"
"2012","Estonia","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","95.3"
"2012","Estonia","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","81.0"
"2012","Estonia","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","55.0"
"2012","Estonia","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","85.4"
"2012","Estonia","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","97.7"
"2012","Ireland","Males","18 years or over","Total","Total","All ISCED 2011 levels ","59.3"
"2012","Ireland","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.4"
"2012","Ireland","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.7"
"2012","Ireland","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","78.2"
"2012","Ireland","Males","18 years or over","No children","Total","All ISCED 2011 levels ","51.2"
"2012","Ireland","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","32.5"
"2012","Ireland","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.7"
"2012","Ireland","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","70.2"
"2012","Ireland","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","68.1"
"2012","Ireland","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","50.6"
"2012","Ireland","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.1"
"2012","Ireland","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","86.0"
"2012","Ireland","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","74.4"
"2012","Ireland","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","55.2"
"2012","Ireland","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.6"
"2012","Ireland","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","89.6"
"2012","Ireland","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","73.0"
"2012","Ireland","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","49.7"
"2012","Ireland","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","72.2"
"2012","Ireland","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","88.8"
"2012","Greece","Males","18 years or over","Total","Total","All ISCED 2011 levels ","50.2"
"2012","Greece","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","38.6"
"2012","Greece","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.9"
"2012","Greece","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","67.8"
"2012","Greece","Males","18 years or over","No children","Total","All ISCED 2011 levels ","41.4"
"2012","Greece","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","30.9"
"2012","Greece","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.2"
"2012","Greece","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","59.1"
"2012","Greece","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","68.8"
"2012","Greece","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","61.5"
"2012","Greece","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.0"
"2012","Greece","Males","18 years or over","1 child","Total","Tertiary education (levels 5-8)","85.4"
"2012","Greece","Males","18 years or over","2 children","Total","All ISCED 2011 levels ","78.8"
"2012","Greece","Males","18 years or over","2 children","Total","Less than primary, primary and lower secondary education (levels 0-2)","69.6"
"2012","Greece","Males","18 years or over","2 children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","79.6"
"2012","Greece","Males","18 years or over","2 children","Total","Tertiary education (levels 5-8)","90.5"
"2012","Greece","Males","18 years or over","3 children or more","Total","All ISCED 2011 levels ","77.3"
"2012","Greece","Males","18 years or over","3 children or more","Total","Less than primary, primary and lower secondary education (levels 0-2)","67.0"
"2012","Greece","Males","18 years or over","3 children or more","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","82.1"
"2012","Greece","Males","18 years or over","3 children or more","Total","Tertiary education (levels 5-8)","89.7"
"2012","Spain","Males","18 years or over","Total","Total","All ISCED 2011 levels ","52.0"
"2012","Spain","Males","18 years or over","Total","Total","Less than primary, primary and lower secondary education (levels 0-2)","39.6"
"2012","Spain","Males","18 years or over","Total","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.0"
"2012","Spain","Males","18 years or over","Total","Total","Tertiary education (levels 5-8)","71.1"
"2012","Spain","Males","18 years or over","No children","Total","All ISCED 2011 levels ","44.2"
"2012","Spain","Males","18 years or over","No children","Total","Less than primary, primary and lower secondary education (levels 0-2)","31.9"
"2012","Spain","Males","18 years or over","No children","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.3"
"2012","Spain","Males","18 years or over","No children","Total","Tertiary education (levels 5-8)","63.6"
"2012","Spain","Males","18 years or over","1 child","Total","All ISCED 2011 levels ","65.0"
"2012","Spain","Males","18 years or over","1 child","Total","Less than primary, primary and lower secondary education (levels 0-2)","56.9"
"2012","Spain","Males","18 years or over","1 child","Total","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.1"
